Accession	Unnamed: 0	Organism_Name	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Length	Nuc_Completeness	Geo_Location	Country	USA	Host	Isolation_Source	date	BioSample	GenBank_Title	Division
KC954092.1	2545	West Nile virus	?	Barzon,L., Pacenti,M., Franchin,E., Pagni,S., Lavezzo,E., Squarzon,L., Martello,T., Russo,F., Nicoletti,L., Rezza,G., Castilletti,C., Capobianchi,M.R., Salcuni,P., Cattai,M., Cusinato,R., Palu,G., Toppo,S.	University of Padua, Department of Molecular Medicine	Italy	2013-08-12T00:00:00Z	?	Orthoflavivirus nilense	10781	complete	Italy: Veneto region, Portogruaro	Italy	?	Homo sapiens	urine	2012-09	?	West Nile virus strain Italy/2012/Livenza/37.1, complete genome	Veneto region, Portogruaro
OP561458.1	151	West Nile virus	?	Lu,L., Zhang,F., Oude Munnink,B.B., Munger,E., Sikkema,R.S., Pappa,S., Tsioka,K., Sinigaglia,A., Dal Molin,E., Shih,B.B., Guenther,A., Pohlmann,A., Beer,M., Taylor,R.A., Bartumeus,F., Woolhouse,M., Aarestrup,F.M., Barzon,L., Papa,A., Lycett,S., Koopmans,M.P.G., Riccetti,S.	University of Edinburgh, Usher Institute	United Kingdom	2023-02-15T00:00:00Z	?	Orthoflavivirus nilense	10328	partial	?	Italy	?	?	?	?	?	West Nile virus strain Italy/2019/Padova/29.2, partial genome	?
MW862090.1	348	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2018.TE.16657	Orthoflavivirus nilense	10305	partial	Italy	Italy	?	Apus apus	?	2018	?	West Nile virus isolate 2018.TE.16657 polyprotein gene, complete cds	?
OP609794.1	256	West Nile virus	?	Barzon,L., Pacenti,M., Montarsi,F., Fornasiero,D., Gobbo,F., Quaranta,E., Monne,I., Fusaro,A., Volpe,A., Sinigaglia,A., Riccetti,S., Molin,E.D., Satto,S., Lisi,V., Gobbi,F., Galante,S., Feltrin,G., Valeriano,V., Favero,L., Russo,F., Mazzucato,M., Bortolami,A., Mulatti,P., Terregino,C., Capelli,G., Quaranta,E.G., Palumbo,E., Schivo,A., Salviato,A.	Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Science	Italy	2022-11-13T00:00:00Z	?	Orthoflavivirus nilense	10827	complete	Italy	Italy	?	Homo sapiens	?	2022	?	West Nile virus strain Italy/2022/Vicenza/22RS1738-6, complete genome	?
OP009524.1	315	West Nile virus	?	Barzon,L., Montarsi,F., Quaranta,E., Monne,I., Pacenti,M., Michelutti,A., Toniolo,F., Danesi,P., Marchetti,G., Gobbo,F., Sinigaglia,A., Riccetti,S., Dal Molin,E., Favero,L., Russo,F., Capelli,G., Quaranta,E.G., Palumbo,E., Schivo,A., Salviato,A.	Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Science	Italy	2022-08-23T00:00:00Z	?	Orthoflavivirus nilense	10827	complete	Italy	Italy	?	Culex pipiens	?	2021-08-16	?	West Nile virus strain Italy/2021/Padova/21RS2511-1, complete genome	?
OP734272.1	43	West Nile virus	?	Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2023-05-09T00:00:00Z	?	Orthoflavivirus nilense	10962	partial	Italy: Veneto	Italy	?	Passer domesticus	?	2022-07-04	?	West Nile virus strain 2022.TE.42275.2.18 polyprotein gene, complete cds	Veneto
KF647249.1	2518	West Nile virus	?	Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Masi,G., Squarzon,L., Pagni,S., Toppo,S., Russo,F., Cattai,M., Cusinato,R., Palu,G.	University of Padua, Department of Molecular Medicine	Italy	2013-12-08T00:00:00Z	?	Orthoflavivirus nilense	10986	complete	Italy: Veneto region, Rovigo	Italy	?	Homo sapiens	urine	2013-08	?	West Nile virus strain Italy/2013/Rovigo/33.2, complete genome	Veneto region, Rovigo
OP734267.1	38	West Nile virus	?	Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2023-05-09T00:00:00Z	?	Orthoflavivirus nilense	10962	partial	Italy: Emilia Romagna	Italy	?	Culex pipiens	?	2022-07-12	?	West Nile virus strain 2022.TE.41400.2.4 polyprotein gene, complete cds	Emilia Romagna
KF647253.1	2522	West Nile virus	?	Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Masi,G., Squarzon,L., Pagni,S., Toppo,S., Russo,F., Cattai,M., Cusinato,R., Palu,G.	University of Padua, Department of Molecular Medicine	Italy	2013-12-08T00:00:00Z	?	Orthoflavivirus nilense	10483	complete	Italy: Veneto region, Rovigo	Italy	?	Homo sapiens	blood	2013-08	?	West Nile virus strain Italy/2013/Livenza/35.1, complete genome	Veneto region, Rovigo
OP734265.1	36	West Nile virus	?	Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2023-05-09T00:00:00Z	?	Orthoflavivirus nilense	10961	partial	Italy: Veneto	Italy	?	Phalacrocorax carbo	?	2022-07-07	?	West Nile virus strain 2022.TE.41400.2.5 polyprotein gene, complete cds	Veneto
OP734273.1	44	West Nile virus	?	Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2023-05-09T00:00:00Z	?	Orthoflavivirus nilense	10949	partial	Italy: Friuli Venezia Giulia	Italy	?	Culex pipiens	?	2022-07-21	?	West Nile virus strain 2022.TE.42275.2.13 polyprotein gene, partial cds	Friuli Venezia Giulia
OP609808.1	270	West Nile virus	?	Barzon,L., Pacenti,M., Montarsi,F., Fornasiero,D., Gobbo,F., Quaranta,E., Monne,I., Fusaro,A., Volpe,A., Sinigaglia,A., Riccetti,S., Molin,E.D., Satto,S., Lisi,V., Gobbi,F., Galante,S., Feltrin,G., Valeriano,V., Favero,L., Russo,F., Mazzucato,M., Bortolami,A., Mulatti,P., Terregino,C., Capelli,G., Quaranta,E.G., Palumbo,E., Schivo,A., Salviato,A.	Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Science	Italy	2022-11-13T00:00:00Z	?	Orthoflavivirus nilense	10826	complete	Italy	Italy	?	Pica pica	?	2022-07-29	?	West Nile virus strain Italy/2022/Rovigo/22VIR6574, complete genome	?
KP789958.1	1998	West Nile virus	?	Barzon,L., Papa,A., Lavezzo,E., Franchin,E., Pacenti,M., Sinigaglia,A., Masi,G., Squarzon,L., Toppo,S., Nowotny,N., Rovida,F., Ulbert,S., Baldanti,F., Percivalle,E., Palu,G.	University of Padua, Department of Molecular Medicine	Italy	2015-07-01T00:00:00Z	?	Orthoflavivirus nilense	11000	complete	Italy	Italy	?	Homo sapiens	?	2014	?	West Nile virus strain Italy/2014/Pavia5, complete genome	?
KF588365.1	2523	West Nile virus	?	Barzon,L., Pacenti,M., Franchin,E., Lavezzo,E., Masi,G., Squarzon,L., Pagni,S., Toppo,S., Russo,F., Cattai,M., Cusinato,R., Palu,G.	University of Padua, Department of Molecular Medicine	Italy	2013-10-28T00:00:00Z	?	Orthoflavivirus nilense	10998	complete	Italy: Veneto region, Rovigo	Italy	?	Homo sapiens	urine	2013-08	?	West Nile virus strain Italy/2013/Rovigo/32.1, complete genome	Veneto region, Rovigo
OP609792.1	254	West Nile virus	?	Barzon,L., Pacenti,M., Montarsi,F., Fornasiero,D., Gobbo,F., Quaranta,E., Monne,I., Fusaro,A., Volpe,A., Sinigaglia,A., Riccetti,S., Molin,E.D., Satto,S., Lisi,V., Gobbi,F., Galante,S., Feltrin,G., Valeriano,V., Favero,L., Russo,F., Mazzucato,M., Bortolami,A., Mulatti,P., Terregino,C., Capelli,G., Quaranta,E.G., Palumbo,E., Schivo,A., Salviato,A.	Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Science	Italy	2022-11-13T00:00:00Z	?	Orthoflavivirus nilense	10801	complete	Italy	Italy	?	Homo sapiens	?	2022	?	West Nile virus strain Italy/2022/Padova/22RS1738-2, complete genome	?
MW862079.1	337	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2015.TE.22115	Orthoflavivirus nilense	10255	partial	Italy	Italy	?	Culex pipiens	?	2015	?	West Nile virus isolate 2015.TE.22115 polyprotein gene, partial cds	?
MW862086.1	344	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2016.TE.28315	Orthoflavivirus nilense	10255	partial	Italy	Italy	?	Accipiter	?	2016	?	West Nile virus isolate 2016.TE.28315 polyprotein gene, partial cds	?
OP850021.1	16	West Nile virus	?	Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2023-06-05T00:00:00Z	?	Orthoflavivirus nilense	10963	partial	Italy:Lombardy	Italy	?	Corvus cornix	?	2022-09-12	?	West Nile virus strain 2022.TE.49076.2.10 polyprotein gene, complete cds	Lombardy
JF719065.1	2684	West Nile virus	?	Sotelo,E., Fernandez-Pinero,J., Llorente,F., Vazquez,A., Moreno,A., Aguero,M., Cordioli,P., Tenorio,A., Jimenez-Clavero,M.A.	Centro de Investigacion en Sanidad Animal (CISA-INIA)	Spain	2011-08-02T00:00:00Z	Italy/2008/J-242853	Orthoflavivirus nilense	10969	complete	Italy	Italy	?	Corvidae	?	2008-10	?	West Nile virus isolate Italy/2008/J-242853, complete genome	?
MW862098.1	356	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2018.TE.23630	Orthoflavivirus nilense	10305	partial	Italy	Italy	?	Corvus cornix	?	2018	?	West Nile virus isolate 2018.TE.23630 polyprotein gene, complete cds	?
MN939560.1	480	West Nile virus	?	Franchin,E., Sinigaglia,A., Pacenti,M., Lavezzo,E., Barzon,L.	University of Padua, Department of Molecular Medicine	Italy	2021-03-22T00:00:00Z	?	Orthoflavivirus nilense	11003	complete	Italy	Italy	?	Homo sapiens	?	2016	?	West Nile virus strain Italy/2016/Vicenza/36.1, complete genome	?
OP734264.1	35	West Nile virus	?	Savini,G., Monaco,F., Mencattelli,G., Curini,V., Teodori,L., Polci,A.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2023-05-09T00:00:00Z	?	Orthoflavivirus nilense	11016	partial	Italy: Veneto	Italy	?	Pica pica	?	2022-06-28	?	West Nile virus strain 2022.TE.41224.2.16 polyprotein gene, complete cds	Veneto
MW862108.1	366	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2020.TE.125531	Orthoflavivirus nilense	10305	partial	Italy	Italy	?	Corvus cornix	?	2020	?	West Nile virus isolate 2020.TE.125531 polyprotein gene, complete cds	?
ON032490.1	164	West Nile virus	?	Mencattelli,G., Monaco,F., Savini,G.	Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit	Italy	2023-02-07T00:00:00Z	ITA2021 302382	Orthoflavivirus nilense	10980	partial	Italy: Piemonte region	Italy	?	Accipiter gentilis	?	2021-08-19	?	West Nile virus strain 302382/21 polyprotein gene, complete cds	Piemonte region
ON032497.1	170	West Nile virus	?	Mencattelli,G., Monaco,F., Curini,V., Di Gennaro,A., Savini,G.	Istituto Zooprofilattico Sperimentale Abruzzo e Molise, Virology Unit	Italy	2023-02-07T00:00:00Z	ITA2020 301498	Orthoflavivirus nilense	11000	partial	Italy: Emilia-Romagna region	Italy	?	Garrulus glandarius	?	2021-08-03	?	West Nile virus strain 301498/20 polyprotein gene, complete cds	Emilia-Romagna region
FJ483549.1	3109	West Nile virus	?	Monaco,F., Savini,G., Lanciotti,R.S.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e Molise G. Caporale	Italy	2008-12-29T00:00:00Z	?	Orthoflavivirus nilense	11030	complete	Italy	Italy	?	Corvidae	?	2008	?	West Nile virus strain 15803, complete genome	?
MW835358.1	324	West Nile virus	?	Monaco,F., Savini,G., Pinoni,C., Polci,A., Valleriani,F.	Istituto Zooprofilattico Sperimentale Dell'abruzzo E del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-13T00:00:00Z	?	Orthoflavivirus nilense	10252	partial	Italy	Italy	?	Corvus corone	?	2011	?	West Nile virus strain TE.17208 polyprotein gene, partial cds	?
OP009522.1	313	West Nile virus	?	Barzon,L., Montarsi,F., Quaranta,E., Monne,I., Pacenti,M., Michelutti,A., Toniolo,F., Danesi,P., Marchetti,G., Gobbo,F., Sinigaglia,A., Riccetti,S., Dal Molin,E., Favero,L., Russo,F., Capelli,G., Quaranta,E.G., Palumbo,E., Schivo,A., Salviato,A.	Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Science	Italy	2022-08-23T00:00:00Z	?	Orthoflavivirus nilense	10835	complete	Italy	Italy	?	Culex pipiens	?	2021-08-16	?	West Nile virus strain Italy/2021/Padova/21RS2511-3, complete genome	?
OP609805.1	267	West Nile virus	?	Barzon,L., Pacenti,M., Montarsi,F., Fornasiero,D., Gobbo,F., Quaranta,E., Monne,I., Fusaro,A., Volpe,A., Sinigaglia,A., Riccetti,S., Molin,E.D., Satto,S., Lisi,V., Gobbi,F., Galante,S., Feltrin,G., Valeriano,V., Favero,L., Russo,F., Mazzucato,M., Bortolami,A., Mulatti,P., Terregino,C., Capelli,G., Quaranta,E.G., Palumbo,E., Schivo,A., Salviato,A.	Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Science	Italy	2022-11-13T00:00:00Z	?	Orthoflavivirus nilense	10826	complete	Italy	Italy	?	Columba palumbus	?	2022-07-20	?	West Nile virus strain Italy/2022/Padova/22VIR7600, complete genome	?
OP561454.1	147	West Nile virus	?	Lu,L., Zhang,F., Oude Munnink,B.B., Munger,E., Sikkema,R.S., Pappa,S., Tsioka,K., Sinigaglia,A., Dal Molin,E., Shih,B.B., Guenther,A., Pohlmann,A., Beer,M., Taylor,R.A., Bartumeus,F., Woolhouse,M., Aarestrup,F.M., Barzon,L., Papa,A., Lycett,S., Koopmans,M.P.G., Riccetti,S.	University of Edinburgh, Usher Institute	United Kingdom	2023-02-15T00:00:00Z	?	Orthoflavivirus nilense	10328	partial	?	Italy	?	?	?	?	?	West Nile virus strain Italy/2020/Verona/34.1, partial genome	?
OP609791.1	253	West Nile virus	?	Barzon,L., Pacenti,M., Montarsi,F., Fornasiero,D., Gobbo,F., Quaranta,E., Monne,I., Fusaro,A., Volpe,A., Sinigaglia,A., Riccetti,S., Molin,E.D., Satto,S., Lisi,V., Gobbi,F., Galante,S., Feltrin,G., Valeriano,V., Favero,L., Russo,F., Mazzucato,M., Bortolami,A., Mulatti,P., Terregino,C., Capelli,G., Quaranta,E.G., Palumbo,E., Schivo,A., Salviato,A.	Istituto Zooprofilattico Sperimentale delle Venezie, Division of Comparative Biomedical Science	Italy	2022-11-13T00:00:00Z	?	Orthoflavivirus nilense	10767	complete	Italy	Italy	?	Homo sapiens	?	2022	?	West Nile virus strain Italy/2022/Padova/22RS1738-1, complete genome	?
MW862075.1	333	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2015.TE.21863	Orthoflavivirus nilense	10255	partial	Italy	Italy	?	Corvidae	?	2015	?	West Nile virus isolate 2015.TE.21863 polyprotein gene, partial cds	?
MW862078.1	336	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2015.TE.21926	Orthoflavivirus nilense	10255	partial	Italy	Italy	?	Strigidae	?	2015	?	West Nile virus isolate 2015.TE.21926 polyprotein gene, partial cds	?
KU573077.1	1105	West Nile virus	?	Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.	stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna	Italy	2018-12-31T00:00:00Z	229892/2008	Orthoflavivirus nilense	10873	partial	Italy	Italy	?	Pica pica	?	2008	?	West Nile virus isolate 229892/2008 polyprotein gene, complete cds	?
MW862081.1	339	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2015.TE.22805_1	Orthoflavivirus nilense	10255	partial	Italy	Italy	?	Corvus	?	2015	?	West Nile virus isolate 2015.TE.22805_1 polyprotein gene, partial cds	?
MW862084.1	342	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2015.TE.22799_2	Orthoflavivirus nilense	10255	partial	Italy	Italy	?	Corvidae	?	2015	?	West Nile virus isolate 2015.TE.22799_2 polyprotein gene, partial cds	?
KU573079.1	1107	West Nile virus	?	Chiapponi,C., Calzolari,M., Bonilauri,P., Baioni,L., Lelli,D., Moreno,A.	stituto Zooprofilattico Sperimentale della Lombardia e dell'Emilia Romagna	Italy	2018-12-31T00:00:00Z	208846/2009	Orthoflavivirus nilense	10772	partial	Italy	Italy	?	Pica pica	?	2009	?	West Nile virus isolate 208846/2009 polyprotein gene, partial cds	?
MW862087.1	345	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2017.TE.25819	Orthoflavivirus nilense	10305	partial	Italy	Italy	?	Corvidae	?	2017	?	West Nile virus isolate 2017.TE.25819 polyprotein gene, complete cds	?
MW862089.1	347	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2017_TE.16133_1	Orthoflavivirus nilense	10255	partial	Italy	Italy	?	Corvus	?	2017	?	West Nile virus isolate 2017_TE.16133_1 polyprotein gene, partial cds	?
MW862092.1	350	West Nile virus	?	Zaccaria,G., Malatesta,D., Jurisic,L., Marcacci,M., Di Teodoro,G., Conte,A., Teodori,L., Monaco,F., Marini,V., Casaccia,C., Savini,G., Di Gennaro,A., Rossi,E., D'Innocenzo,V., D'Alterio,N., Lorusso,A., Polci,A., Ancora,M., Di Domenico,M., Mencattelli,G.	Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise 'G. Caporale', Animals Foreign Diseases	Italy	2022-08-09T00:00:00Z	2018.TE.17978	Orthoflavivirus nilense	10305	partial	Italy	Italy	?	Hirundinidae	?	2018	?	West Nile virus isolate 2018.TE.17978 polyprotein gene, complete cds	?
