Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date,BioSample,GenBank_Title
KX547488.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culex,,2011-09-15,,"West Nile virus strain WNV-1/Culex/USA/11511435/2011, complete genome"
KX547489.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Richmond Co., NY",USA,NY,Corvus brachyrhynchos,,2004-07-29,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002168/2004, complete genome"
KX547490.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Chemung Co., NY",USA,NY,Corvus brachyrhynchos,,2002-09-06,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02002444/2002, complete genome"
KX547491.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Queens Co., NY",USA,NY,Corvus brachyrhynchos,,2007-09-04,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER01208/2007, complete genome"
KX547492.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,,2002-09-26,,"West Nile virus strain WNV-1/Culex/USA/40020274/2002, complete genome"
KX547493.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Orange Co., NY",USA,NY,Corvus brachyrhynchos,,2004-09-19,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002921/2004, complete genome"
KX547494.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10784,complete,"USA: Schenectady Co., NY",USA,NY,Corvus brachyrhynchos,,2010-09-12,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/10VER00204/2010, complete genome"
KX547495.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,,2011-07-21,,"West Nile virus strain WNV-1/Culex/USA/11590228/2011, complete genome"
KX547496.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Niagara Co., NY",USA,NY,Corvus brachyrhynchos,,2007-07-25,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER00960/2007, complete genome"
KX547497.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10786,complete,"USA: Onondaga Co., NY",USA,NY,Culex,,2012-08-01,,"West Nile virus strain WNV-1/Culex/USA/12330451/2012, complete genome"
KX547498.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Erie Co., NY",USA,NY,Corvus brachyrhynchos,,2009-09-09,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/09VER0478/2009, complete genome"
KX547499.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Herkimer Co., NY",USA,NY,Corvus brachyrhynchos,,2004-07-14,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002115/2004, complete genome"
KX547500.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Dutchess Co., NY",USA,NY,Corvus brachyrhynchos,,2007-08-23,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER01187/2007, complete genome"
KX547501.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Queens Co., NY",USA,NY,Corvus brachyrhynchos,,2004-09-10,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002721/2004, complete genome"
KX547502.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culex,,2006-09-13,,"West Nile virus strain WNV-1/Culex/USA/06511315/2006, complete genome"
KX547503.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Erie Co., NY",USA,NY,Culex,,2002-08-14,,"West Nile virus strain WNV-1/Culex/USA/34020089/2002, complete genome"
KX547504.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Rockland Co., NY",USA,NY,Culex,,2008-09-19,,"West Nile virus strain WNV-1/Culex/USA/08430524/2008, complete genome"
KX547505.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Warren Co., NY",USA,NY,Culex,,2002-09-26,,"West Nile virus strain WNV-1/Culex/USA/39020380/2002, complete genome"
KX547506.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Lewis Co., NY",USA,NY,Corvus brachyrhynchos,,2002-08-21,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02003205/2002, complete genome"
KX547507.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Onondaga Co., NY",USA,NY,Coquillettidia,,2011-08-11,,"West Nile virus strain WNV-1/Coquillettidia sp./USA/11330520/2011, complete genome"
KX547508.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Lewis Co., NY",USA,NY,Corvus brachyrhynchos,,2005-09-05,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002203/2005, complete genome"
KX547509.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,,2002-08-13,,"West Nile virus strain WNV-1/Culex/USA/33020484/2002, complete genome"
KX547510.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Nassau Co., NY",USA,NY,Culex,,2007-09-14,,"West Nile virus strain WNV-1/Culex/USA/07290450/2007, complete genome"
KX547511.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Erie Co., NY",USA,NY,Accipiter gentilis,,2006-08-21,,"West Nile virus strain WNV-1/Accipiter gentilis/USA/06VER01592/2006, complete genome"
KX547512.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Chautauqua Co., NY",USA,NY,Corvus brachyrhynchos,,2005-08-22,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04002084/2005, complete genome"
KX547513.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culex,,2005-09-14,,"West Nile virus strain WNV-1/Culex/USA/38050360/2005, complete genome"
KX547514.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Oswego Co., NY",USA,NY,Culiseta,,2013-09-12,,"West Nile virus strain WNV-1/Culiseta sp./USA/13370701/2013, complete genome"
KX547515.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Schenectady Co., NY",USA,NY,Corvus brachyrhynchos,,2009-09-02,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/09VER0458/2009, complete genome"
KX547516.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Tompkins Co., NY",USA,NY,Corvus brachyrhynchos,,2007-08-22,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/07VER01126/2007, complete genome"
KX547517.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10784,complete,"USA: Ulster Co., NY",USA,NY,Corvus brachyrhynchos,,2009-09-04,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/09VER0519/2009, complete genome"
KX547518.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10784,complete,"USA: Columbia Co., NY",USA,NY,Corvus brachyrhynchos,,2009-08-31,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/09VER00460/2009, complete genome"
KX547519.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,,2000-09-01,,"West Nile virus strain WNV-1/Culex/USA/36000356/2000, complete genome"
KX547520.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,,2012-09-11,,"West Nile virus strain WNV-1/Culex/USA/12590244/2012, complete genome"
KX547521.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Schuyler Co., NY",USA,NY,Corvus brachyrhynchos,,2005-08-18,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/05001939/2005, complete genome"
KX547522.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Nassau Co., NY",USA,NY,Corvus ossifragus,,2009-08-10,,"West Nile virus strain WNV-1/Corvus ossifragus/USA/09VER00411/2009, complete genome"
KX547523.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Albany Co., NY",USA,NY,Corvus brachyrhynchos,,2005-07-16,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04000820/2005, complete genome"
KX547524.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Westchester Co., NY",USA,NY,Culex,,2013-08-21,,"West Nile virus strain WNV-1/Culex/USA/13590360/2013, complete genome"
KX547525.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Montgomery Co., NY",USA,NY,Corvus brachyrhynchos,,2002-09-02,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/02003663/2002, complete genome"
KX547526.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Nassau Co., NY",USA,NY,Culex,,2003-09-05,,"West Nile virus strain WNV-1/Culex/USA/40030058/2003, complete genome"
KX547527.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Schenectady Co., NY",USA,NY,Equus caballus,,2002-10-03,,"West Nile virus strain WNV-1/Equus caballus/USA/020A0011/2002, complete genome"
KX547528.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Queens Co., NY",USA,NY,Cyanocitta cristata,,2007-08-24,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/07VER01227/2007, complete genome"
KX547529.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Onondaga Co., NY",USA,NY,Culex,,2011-08-24,,"West Nile virus strain WNV-1/Culex/USA/11330563/2011, complete genome"
KX547530.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Dutchess Co., NY",USA,NY,Passer domesticus,,2005-09-30,,"West Nile virus strain WNV-1/Passer domesticus/USA/05002480/2005, complete genome"
KX547531.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Erie Co., NY",USA,NY,Culex,,2003-08-13,,"West Nile virus strain WNV-1/Culex/USA/34030043/2003, complete genome"
KX547532.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Suffolk Co., NY",USA,NY,Cyanocitta cristata,,2005-08-01,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/05001754/2005, complete genome"
KX547533.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Cattaraugus Co., NY",USA,NY,Corvus brachyrhynchos,,2004-05-20,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04000630/2004, complete genome"
KX547534.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,partial,"USA: Erie Co., NY",USA,NY,Cyanocitta cristata,,2004-09-29,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/04002902/2004, partial genome"
KX547535.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Schenectady Co., NY",USA,NY,Cyanocitta cristata,,2007-09-06,,"West Nile virus strain WNV-1/Cyanocitta cristata /USA/07VER01184/2007, complete genome"
KX547536.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Chautauqua Co., NY",USA,NY,Corvus brachyrhynchos,,2004-06-01,,"West Nile virus strain WNV-1/Corvus brachyrhynchos/USA/04000686/2004, complete genome"
KX547537.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Suffolk Co., NY",USA,NY,Culex,,2011-09-27,,"West Nile virus strain WNV-1/Culex/USA/11511617/2011, complete genome"
KX547538.1,West Nile virus,,"Shabman,R., Das,S.R., Halpin,R.A., Shilts,M., Fedorova,N., Puri,V., Amedeo,P., Shrivastava,S., Maffei,J., Dupuis,A., Jones,S., Backenson,B., Zink,S., Ciota,A., Kramer,L.",J. Craig Venter Institute,USA,2016-08-02T00:00:00Z,,Orthoflavivirus nilense,10787,complete,"USA: Nassau Co., NY",USA,NY,Culex,,2001-08-15,,"West Nile virus strain WNV-1/Culex/USA/34010014/2001, complete genome"
