,Accession,Organism_Name,SRA_Accession,Submitters,Organization,Org_location,Release_Date,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Isolation_Source,date,BioSample,GenBank_Title,Division
1889,KR348923.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1023_2003,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2003-08-19,?,"West Nile virus isolate COAV_1023_2003 polyprotein gene, partial cds",?
1890,KR348924.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1026_2003,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2003-08-19,?,"West Nile virus isolate COAV_1026_2003 polyprotein gene, partial cds",?
1891,KR348925.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1028_2003,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2003-08-19,?,"West Nile virus isolate COAV_1028_2003 polyprotein gene, partial cds",?
1892,KR348926.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1091_2008,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2008-12-06,?,"West Nile virus isolate COAV_1091_2008 polyprotein gene, partial cds",?
1893,KR348927.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1138_2003,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2003-09-16,?,"West Nile virus isolate COAV_1138_2003 polyprotein gene, partial cds",?
1894,KR348928.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1260_2007,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2007-10-07,?,"West Nile virus isolate COAV_1260_2007 polyprotein gene, partial cds",?
1895,KR348929.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1333_2008,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2008-10-07,?,"West Nile virus isolate COAV_1333_2008 polyprotein gene, partial cds",?
1896,KR348930.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1511_2009,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2009-01-09,?,"West Nile virus isolate COAV_1511_2009 polyprotein gene, partial cds",?
1897,KR348931.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1515_2009,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2009-01-09,?,"West Nile virus isolate COAV_1515_2009 polyprotein gene, partial cds",?
1898,KR348932.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1570_2007,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2007-09-18,?,"West Nile virus isolate COAV_1570_2007 polyprotein gene, partial cds",?
1899,KR348933.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1572_2008,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2008-03-09,?,"West Nile virus isolate COAV_1572_2008 polyprotein gene, partial cds",?
1900,KR348934.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1573_2007,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2007-09-18,?,"West Nile virus isolate COAV_1573_2007 polyprotein gene, partial cds",?
1901,KR348935.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1656_2005,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2005-05-29,?,"West Nile virus isolate COAV_1656_2005 polyprotein gene, partial cds",?
1902,KR348936.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1722_2008,Orthoflavivirus nilense,10263,partial,?,?,?,Culex quinquefasciatus,?,2008-09-25,?,"West Nile virus isolate COAV_1722_2008 polyprotein gene, partial cds",?
1903,KR348937.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1788_2010,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2010-08-06,?,"West Nile virus isolate COAV_1788_2010 polyprotein gene, partial cds",?
1904,KR348938.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_179_2011,Orthoflavivirus nilense,10263,partial,?,?,?,Culex tarsalis,?,2011-02-15,?,"West Nile virus isolate COAV_179_2011 polyprotein gene, partial cds",?
1905,KR348939.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1794_2005,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2005-06-19,?,"West Nile virus isolate COAV_1794_2005 polyprotein gene, partial cds",?
1906,KR348940.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_1871_2010,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2010-08-06,?,"West Nile virus isolate COAV_1871_2010 polyprotein gene, partial cds",?
1907,KR348941.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_2060_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2011-08-30,?,"West Nile virus isolate COAV_2060_2011 polyprotein gene, partial cds",?
1908,KR348942.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_2062_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2011-08-30,?,"West Nile virus isolate COAV_2062_2011 polyprotein gene, partial cds",?
1909,KR348943.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_261_2004,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2004-04-14,?,"West Nile virus isolate COAV_261_2004 polyprotein gene, partial cds",?
1910,KR348944.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_2667_2010,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2010-09-14,?,"West Nile virus isolate COAV_2667_2010 polyprotein gene, partial cds",?
1911,KR348945.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_339_2004,Orthoflavivirus nilense,10299,partial,?,?,?,Culex tarsalis,?,2004-04-28,?,"West Nile virus isolate COAV_339_2004 polyprotein gene, partial cds",?
1912,KR348946.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_5546_2008,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2008-07-24,?,"West Nile virus isolate GRLA_5546_2008 polyprotein gene, partial cds",?
1913,KR348947.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_5894_2007,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2007-09-18,?,"West Nile virus isolate GRLA_5894_2007 polyprotein gene, partial cds",?
1914,KR348948.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_939_2004,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2004-08-16,?,"West Nile virus isolate COAV_939_2004 polyprotein gene, partial cds",?
1915,KR348949.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,COAV_992_2004,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2004-08-24,?,"West Nile virus isolate COAV_992_2004 polyprotein gene, partial cds",?
1916,KR348950.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_277_2008,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2008-05-22,?,"West Nile virus isolate GRLA_277_2008 polyprotein gene, partial cds",?
1917,KR348951.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_346_2004,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2004-05-17,?,"West Nile virus isolate GRLA_346_2004 polyprotein gene, partial cds",?
1918,KR348952.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_5980_2007,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2007-10-18,?,"West Nile virus isolate GRLA_5980_2007 polyprotein gene, partial cds",?
1919,KR348953.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6006_2008,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2008-09-25,?,"West Nile virus isolate GRLA_6006_2008 polyprotein gene, partial cds",?
1920,KR348954.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6133_2010,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2010-11-08,?,"West Nile virus isolate GRLA_6133_2010 polyprotein gene, partial cds",?
1921,KR348955.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6143_2007,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2007-05-12,?,"West Nile virus isolate GRLA_6143_2007 polyprotein gene, partial cds",?
1922,KR348956.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6170_2010,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2010-12-08,?,"West Nile virus isolate GRLA_6170_2010 polyprotein gene, partial cds",?
1923,KR348957.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6178_2010,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2010-12-08,?,"West Nile virus isolate GRLA_6178_2010 polyprotein gene, partial cds",?
1924,KR348958.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6246_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2011-02-09,?,"West Nile virus isolate GRLA_6246_2011 polyprotein gene, partial cds",?
1925,KR348959.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6247_2011,Orthoflavivirus nilense,10263,partial,?,?,?,Culex quinquefasciatus,?,2011-02-09,?,"West Nile virus isolate GRLA_6247_2011 polyprotein gene, partial cds",?
1926,KR348960.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6249_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2011-02-09,?,"West Nile virus isolate GRLA_6249_2011 polyprotein gene, partial cds",?
1927,KR348961.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6250_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2011-02-09,?,"West Nile virus isolate GRLA_6250_2011 polyprotein gene, partial cds",?
1928,KR348962.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6254_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2011-02-09,?,"West Nile virus isolate GRLA_6254_2011 polyprotein gene, partial cds",?
1929,KR348963.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6257_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex stigmatosoma,?,2011-02-09,?,"West Nile virus isolate GRLA_6257_2011 polyprotein gene, partial cds",?
1930,KR348964.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6472_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2011-10-25,?,"West Nile virus isolate GRLA_6472_2011 polyprotein gene, partial cds",?
1931,KR348965.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6476_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2011-10-26,?,"West Nile virus isolate GRLA_6476_2011 polyprotein gene, partial cds",?
1932,KR348966.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6483_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2011-10-28,?,"West Nile virus isolate GRLA_6483_2011 polyprotein gene, partial cds",?
1933,KR348967.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_6519_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2011-11-17,?,"West Nile virus isolate GRLA_6519_2011 polyprotein gene, partial cds",?
1934,KR348968.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_746_2008,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2008-07-22,?,"West Nile virus isolate GRLA_746_2008 polyprotein gene, partial cds",?
1935,KR348969.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_752_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex stigmatosoma,?,2011-06-24,?,"West Nile virus isolate GRLA_752_2011 polyprotein gene, partial cds",?
1936,KR348970.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_754_2008,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2008-07-22,?,"West Nile virus isolate GRLA_754_2008 polyprotein gene, partial cds",?
1937,KR348971.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_836_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex stigmatosoma,?,2011-06-30,?,"West Nile virus isolate GRLA_836_2011 polyprotein gene, partial cds",?
1938,KR348972.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_855_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2011-06-07,?,"West Nile virus isolate GRLA_855_2011 polyprotein gene, partial cds",?
1939,KR348973.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_857_2011,Orthoflavivirus nilense,10299,partial,?,?,?,Culex quinquefasciatus,?,2011-06-07,?,"West Nile virus isolate GRLA_857_2011 polyprotein gene, partial cds",?
1940,KR348974.1,West Nile virus,?,"Duggal,N.K., Reisen,W.K., Fang,Y., Newman,R.M., Yang,X., Ebel,G.D., Brault,A.C., Brault,A.","Centers for Disease Control and Prevention, Division of Vector-Borne Infectious Diseases",USA,2015-08-08T00:00:00Z,GRLA_914_2004,Orthoflavivirus nilense,10135,partial,?,?,?,Culex stigmatosoma,?,2004-03-08,?,"West Nile virus isolate GRLA_914_2004 polyprotein gene, partial cds",?
